Date,Train Number,Train Name,Passenger Count,Freight (Tons),Revenue (INR),Punctuality (%),Distance Covered (KM),Station Origin,Station Destination
4/2/2021,67443,Train-67443,297,1199.121897,988467.3904,93.68,627,Station-393,Station-276
10/25/2021,13521,Train-13521,1769,746.3369512,636651.944,96.32,1454,Station-28,Station-214
12/18/2021,83251,Train-83251,1709,975.4114875,344740.212,86.24,1751,Station-301,Station-261
6/13/2024,67789,Train-67789,1894,444.1193433,488098.5712,92.56,1656,Station-11,Station-205
8/4/2022,28921,Train-28921,608,1308.159834,650769.9658,74.75,550,Station-440,Station-309
4/9/2021,54408,Train-54408,1452,1224.803086,796804.8075,98.75,441,Station-132,Station-251
3/10/2020,73562,Train-73562,1954,1214.647725,667332.1086,99.19,1212,Station-87,Station-377
1/2/2023,64079,Train-64079,1684,1290.024576,602454.2494,88.78,719,Station-422,Station-123
3/4/2022,62095,Train-62095,691,704.2088676,645936.0127,99.2,1632,Station-184,Station-454
2/12/2023,57401,Train-57401,1532,780.1880082,148589.9573,94.15,1446,Station-289,Station-384
8/28/2020,15824,Train-15824,258,1855.562004,380292.7668,80.47,1363,Station-366,Station-65
5/3/2024,82541,Train-82541,1763,717.4557802,654504.8203,74.6,1096,Station-377,Station-129
3/1/2023,29449,Train-29449,796,1654.165401,721898.3298,93.4,1766,Station-82,Station-199
11/27/2021,32103,Train-32103,142,1400.366396,813539.9108,88.27,1898,Station-163,Station-233
8/10/2024,65148,Train-65148,106,185.7811264,686576.558,83.1,886,Station-181,Station-423
12/5/2020,60135,Train-60135,1589,387.6506744,562305.2036,96.93,1949,Station-403,Station-131
6/9/2023,25829,Train-25829,457,797.3095475,756643.0609,93.42,1671,Station-386,Station-69
1/4/2022,12595,Train-12595,1539,1310.374355,948320.1135,84.36,324,Station-372,Station-459
4/2/2021,21010,Train-21010,803,1055.873607,379447.5153,80.71,800,Station-188,Station-76
4/24/2023,93072,Train-93072,936,1278.684414,797959.1789,87.67,1709,Station-139,Station-99
1/20/2020,28963,Train-28963,1065,258.3938533,496675.8991,82.41,754,Station-393,Station-64
6/10/2020,63740,Train-63740,1156,455.7063195,373238.5741,77.65,1184,Station-3,Station-232
12/25/2023,24990,Train-24990,1793,654.6882314,557884.0153,86.18,671,Station-126,Station-400
12/16/2024,16291,Train-16291,1971,1054.943008,451506.8146,74.76,280,Station-394,Station-291
5/20/2022,62281,Train-62281,487,1719.82769,858168.3557,96.61,1896,Station-434,Station-1
5/2/2021,65076,Train-65076,93,430.9952121,991862.7479,95.36,316,Station-37,Station-418
1/1/2022,19891,Train-19891,527,1355.0836,533773.1919,75.45,1806,Station-10,Station-225
12/16/2022,12258,Train-12258,1220,1650.547919,481328.123,71.69,1788,Station-307,Station-19
12/23/2024,82937,Train-82937,945,1414.041295,155962.1893,78.45,352,Station-422,Station-337
1/10/2023,29685,Train-29685,1151,1123.122362,93053.83092,74.01,1621,Station-30,Station-489
1/20/2024,74320,Train-74320,1552,301.1209087,103801.992,74.19,1242,Station-248,Station-457
3/17/2020,21264,Train-21264,1892,824.0433736,99585.15307,90.22,1478,Station-218,Station-267
2/23/2022,69336,Train-69336,1590,1378.387107,795817.7766,92.33,621,Station-494,Station-233
1/5/2023,52487,Train-52487,1773,962.2038986,493529.2312,80.63,1795,Station-59,Station-60
5/2/2021,78040,Train-78040,1699,1772.450054,210099.3568,92.81,1509,Station-495,Station-104
12/1/2020,82395,Train-82395,1644,828.8040815,622584.7984,81.05,718,Station-462,Station-385
6/19/2021,51709,Train-51709,890,1607.061398,366027.8814,93.77,465,Station-89,Station-8
9/7/2020,73159,Train-73159,1598,180.2815869,476171.3842,90.3,85,Station-483,Station-426
11/11/2023,99741,Train-99741,1334,1475.098205,568238.9291,78.6,157,Station-235,Station-492
9/25/2024,35167,Train-35167,1356,1503.120288,238525.5588,90.76,1235,Station-388,Station-386
2/9/2020,79801,Train-79801,381,1645.693154,728313.4134,81.75,713,Station-239,Station-148
9/29/2023,21846,Train-21846,672,1663.796612,348224.9447,83.44,174,Station-297,Station-240
4/3/2021,50597,Train-50597,1586,1336.84895,802801.6258,77.82,1697,Station-375,Station-397
4/22/2023,75887,Train-75887,926,906.0912823,689859.3787,87.04,707,Station-255,Station-211
12/13/2023,86003,Train-86003,1700,1380.852089,811150.6506,97.51,1354,Station-478,Station-340
8/4/2022,95022,Train-95022,949,1328.223048,301438.6544,98.61,1431,Station-470,Station-472
12/24/2022,69884,Train-69884,473,1096.696598,979078.8095,99.15,1517,Station-483,Station-359
5/29/2020,16194,Train-16194,1475,116.0394079,443250.8653,79.73,1032,Station-473,Station-493
6/17/2022,58423,Train-58423,286,526.6608019,794196.4845,98.31,960,Station-7,Station-234
1/1/2020,67419,Train-67419,177,841.0581438,369607.7603,94.14,869,Station-251,Station-224
4/11/2023,19120,Train-19120,1956,1909.980931,648188.3148,74.39,555,Station-493,Station-267
4/15/2020,78356,Train-78356,1476,140.4114951,958245.7741,97.39,1294,Station-228,Station-140
5/12/2024,40319,Train-40319,905,1816.310323,692584.7863,76.07,248,Station-92,Station-296
9/20/2024,95955,Train-95955,1439,1110.814933,875422.4056,84,1712,Station-45,Station-97
2/23/2024,28301,Train-28301,307,1079.861666,724039.2059,93.51,807,Station-227,Station-287
2/23/2021,61129,Train-61129,1482,521.0672283,586365.7044,91.83,1567,Station-477,Station-499
4/26/2021,80914,Train-80914,402,1772.203575,285424.586,82.12,1583,Station-254,Station-185
7/30/2020,28649,Train-28649,1995,869.4492915,661992.8686,90.34,1087,Station-237,Station-22
10/10/2020,69231,Train-69231,57,1392.55562,155663.8683,79.69,639,Station-337,Station-130
4/14/2024,57882,Train-57882,936,1907.727151,578938.3707,97.03,695,Station-194,Station-156
2/26/2022,37314,Train-37314,1724,870.9661849,247903.5611,97.72,1979,Station-436,Station-58
12/15/2021,69600,Train-69600,1802,766.9499552,494376.1357,96.44,1719,Station-138,Station-240
5/8/2021,21386,Train-21386,152,848.2934527,881187.955,98.48,570,Station-16,Station-233
10/25/2020,16595,Train-16595,563,628.6296603,488870.4388,90.47,246,Station-314,Station-393
12/16/2020,44206,Train-44206,1822,382.8363745,339575.6048,71.3,365,Station-455,Station-48
8/4/2020,63687,Train-63687,1405,55.90394118,750993.468,84.8,181,Station-362,Station-324
11/5/2023,47548,Train-47548,311,64.60737437,186358.0795,96.58,1506,Station-60,Station-56
9/29/2020,39316,Train-39316,775,1812.776908,916572.1476,90.13,140,Station-323,Station-51
5/29/2022,70356,Train-70356,386,27.65097698,535242.7885,87.29,1849,Station-134,Station-162
4/7/2021,79279,Train-79279,959,1634.359662,449275.391,95.35,1177,Station-234,Station-440
12/29/2023,49649,Train-49649,1651,553.1759262,113822.4997,87.36,287,Station-357,Station-331
3/17/2024,27750,Train-27750,348,1943.379247,792925.768,98.77,769,Station-312,Station-221
1/8/2022,74957,Train-74957,1105,244.9950026,153195.1916,73.68,1863,Station-305,Station-453
1/11/2021,28840,Train-28840,1432,1215.451887,51675.32149,73.41,1252,Station-433,Station-484
5/11/2023,13738,Train-13738,884,1716.463881,970299.4308,83.9,1251,Station-151,Station-368
7/24/2021,43089,Train-43089,267,1119.71682,729723.486,99.43,385,Station-323,Station-436
4/5/2024,67114,Train-67114,72,282.2245039,657862.2514,94.11,753,Station-215,Station-256
5/30/2022,48651,Train-48651,1728,1989.722608,641055.7876,84.27,383,Station-297,Station-250
11/8/2023,72660,Train-72660,1954,214.9128453,433949.2499,79.77,442,Station-409,Station-270
7/6/2024,43732,Train-43732,1702,1589.793561,104523.3875,77.49,1798,Station-460,Station-384
11/22/2024,42249,Train-42249,755,1893.341624,160151.973,85.16,1354,Station-327,Station-377
8/9/2021,94541,Train-94541,1603,1212.377652,667638.3529,96.31,1970,Station-186,Station-367
3/31/2024,51035,Train-51035,977,620.945087,803112.1007,94.43,726,Station-385,Station-212
4/24/2021,78260,Train-78260,350,410.4680893,629148.6333,99.48,386,Station-427,Station-317
4/23/2022,86724,Train-86724,921,159.8708737,413478.8701,90.14,1206,Station-426,Station-379
3/19/2021,97442,Train-97442,59,1258.077919,506956.0005,81.95,535,Station-357,Station-485
7/25/2020,40353,Train-40353,1959,1593.70253,622256.1949,75.14,1033,Station-175,Station-120
1/25/2021,27635,Train-27635,935,1345.025337,466186.1643,87.17,1382,Station-491,Station-238
9/3/2024,38684,Train-38684,1549,787.8027869,877836.5791,89.57,407,Station-455,Station-447
8/12/2020,85379,Train-85379,166,282.6776558,77398.08391,81.19,417,Station-37,Station-483
8/4/2020,43449,Train-43449,939,963.9332615,964875.5485,96.08,492,Station-81,Station-206
4/13/2021,56421,Train-56421,247,1954.851736,952557.4207,84.43,1147,Station-389,Station-449
5/24/2020,90053,Train-90053,489,1280.327722,899754.9833,95.23,1277,Station-339,Station-437
7/31/2024,64938,Train-64938,513,1948.350713,545789.7832,72.31,1602,Station-283,Station-115
9/23/2024,53230,Train-53230,982,1393.882425,195457.7473,72.14,1887,Station-430,Station-337
6/2/2024,21534,Train-21534,1654,578.8199604,871073.5991,75.16,236,Station-154,Station-341
2/20/2022,18410,Train-18410,69,1746.455354,704353.6322,80.56,164,Station-38,Station-372
9/5/2020,47159,Train-47159,201,334.7764734,408827.0807,88.92,1422,Station-220,Station-254
12/6/2024,23938,Train-23938,1953,562.2329345,770857.1806,91.52,150,Station-148,Station-200
1/19/2024,88181,Train-88181,126,1121.646868,153501.6843,81.18,741,Station-315,Station-2
7/29/2021,50736,Train-50736,321,543.5267332,934971.9413,87.42,718,Station-278,Station-173
4/14/2022,99126,Train-99126,1040,421.304278,61266.40479,86.48,284,Station-17,Station-121
12/20/2020,98625,Train-98625,500,385.3098536,325723.2594,95.1,1851,Station-137,Station-8
3/10/2022,56635,Train-56635,1612,766.6482575,832736.7905,83.04,661,Station-498,Station-74
4/27/2024,33917,Train-33917,381,616.4222563,682512.2225,98.41,1397,Station-35,Station-414
8/24/2024,62233,Train-62233,720,1795.976514,582853.2583,70.43,1944,Station-162,Station-111
5/23/2021,73796,Train-73796,1794,953.9508078,273135.546,78.1,127,Station-275,Station-308
4/6/2024,53661,Train-53661,1905,1253.58275,702217.2843,79.09,554,Station-173,Station-482
6/23/2024,40240,Train-40240,855,219.6954314,717316.3188,72.88,599,Station-181,Station-325
10/14/2020,16535,Train-16535,1971,424.3232143,439469.2286,92.01,484,Station-455,Station-24
1/4/2024,10671,Train-10671,1066,1335.340721,864185.5028,86.36,939,Station-13,Station-481
5/25/2023,20339,Train-20339,1337,1850.312445,820691.8857,74.74,376,Station-454,Station-464
11/25/2022,34267,Train-34267,694,668.7213959,399807.1616,71.17,1491,Station-69,Station-423
10/31/2021,18792,Train-18792,325,1974.050679,469860.9739,97.33,1808,Station-493,Station-447
8/16/2023,81511,Train-81511,217,438.3665047,234927.9907,98.65,241,Station-187,Station-103
11/13/2021,83962,Train-83962,1140,348.0686844,546294.6224,80.66,180,Station-316,Station-108
11/29/2020,81986,Train-81986,1092,1056.853077,184909.9014,91.88,704,Station-341,Station-142
2/25/2022,58247,Train-58247,316,492.1772173,964447.705,73.89,826,Station-473,Station-35
12/12/2021,73539,Train-73539,1105,956.4702171,85988.79787,97.83,316,Station-459,Station-386
8/12/2021,40899,Train-40899,1125,1920.30379,917438.3095,86.63,829,Station-456,Station-399
10/24/2024,46467,Train-46467,1242,901.9505175,127100.2588,77.2,656,Station-400,Station-104
4/14/2024,34050,Train-34050,1550,1689.077289,502809.9335,87.54,1821,Station-104,Station-364
7/26/2022,93975,Train-93975,1279,333.7518146,518630.9803,84.18,398,Station-204,Station-95
5/27/2022,16608,Train-16608,1530,1987.312599,243788.7654,97.11,727,Station-262,Station-56
5/6/2020,37178,Train-37178,1330,547.7542215,465314.9062,75.03,547,Station-132,Station-286
4/12/2022,56081,Train-56081,1444,1873.172628,901972.717,86.46,782,Station-481,Station-246
2/17/2021,47174,Train-47174,700,40.71616314,433029.5201,77.58,1026,Station-332,Station-385
9/25/2023,81221,Train-81221,1264,1547.540551,575822.7853,97.99,1616,Station-196,Station-125
5/22/2022,17798,Train-17798,787,381.231506,332446.0256,78.18,816,Station-162,Station-388
8/1/2021,88464,Train-88464,1498,1255.460832,577728.1781,71.22,1220,Station-77,Station-101
11/10/2024,38817,Train-38817,775,1351.420684,831577.5315,71.78,1941,Station-67,Station-138
7/25/2021,26653,Train-26653,893,1334.284105,507139.1043,77.88,833,Station-9,Station-395
5/31/2022,48735,Train-48735,310,861.9903196,216491.9042,76.46,789,Station-210,Station-378
10/13/2021,50487,Train-50487,1729,1319.951823,67143.83261,78.61,1969,Station-91,Station-224
3/21/2020,44288,Train-44288,998,559.2275075,990756.8869,97,70,Station-71,Station-387
3/3/2024,53185,Train-53185,904,1206.202883,527683.7686,70.81,307,Station-235,Station-208
12/14/2023,84377,Train-84377,125,221.0504424,829108.8668,75.18,1565,Station-463,Station-404
8/3/2021,48275,Train-48275,142,1670.370986,154307.7682,70.16,1150,Station-53,Station-379
6/16/2021,67485,Train-67485,1588,1095.776068,167082.4112,84.99,675,Station-251,Station-330
9/20/2023,35788,Train-35788,1501,1824.66152,194017.4115,94.38,1906,Station-186,Station-14
4/26/2021,87311,Train-87311,1184,521.3786581,472233.9183,84.98,708,Station-90,Station-264
5/16/2024,81884,Train-81884,723,1360.294869,853425.8875,75.85,760,Station-492,Station-235
7/15/2024,77022,Train-77022,1625,610.8274108,167004.3474,73.04,1736,Station-49,Station-139
5/24/2024,17429,Train-17429,224,230.5695306,195019.6481,77.79,533,Station-366,Station-197
11/24/2024,71394,Train-71394,1232,789.662714,719055.6883,81.75,1437,Station-294,Station-437
5/6/2022,48793,Train-48793,1554,1676.872357,334511.0178,74.44,1074,Station-138,Station-464
8/24/2020,42424,Train-42424,212,1963.198778,921695.9343,82.04,795,Station-470,Station-245
12/13/2024,86940,Train-86940,748,1745.724447,268148.2908,82.05,1260,Station-221,Station-55
11/13/2022,88694,Train-88694,1588,287.2406224,278875.838,72.25,1468,Station-332,Station-390
4/12/2021,68988,Train-68988,369,793.5796601,847091.0876,96.63,1689,Station-173,Station-475
3/26/2024,63960,Train-63960,1934,1497.814748,523826.4604,93.35,1953,Station-159,Station-226
10/28/2024,32066,Train-32066,589,1871.281338,677099.7592,96.19,261,Station-273,Station-200
8/17/2021,77706,Train-77706,1401,7.706396049,193579.9067,87.13,429,Station-15,Station-400
6/13/2022,72894,Train-72894,1735,1726.917637,960599.5893,97.53,1906,Station-340,Station-67
9/19/2023,72992,Train-72992,1030,657.4364289,69518.08507,76.93,472,Station-84,Station-480
12/14/2024,86207,Train-86207,1073,1297.565616,393746.4328,76.15,1692,Station-258,Station-346
11/30/2022,40991,Train-40991,867,973.8193778,627738.6264,98.77,1422,Station-108,Station-350
12/28/2020,84320,Train-84320,1886,908.6672965,477730.39,74.88,982,Station-146,Station-490
10/9/2023,55226,Train-55226,1546,1643.496915,197111.3601,72.49,1769,Station-471,Station-340
9/16/2024,75686,Train-75686,403,915.3664766,75532.75861,75.13,1557,Station-144,Station-8
7/30/2022,38359,Train-38359,1140,1917.834885,612549.6737,83.04,1572,Station-286,Station-114
12/31/2020,19648,Train-19648,192,1425.397155,761975.7342,86.3,1317,Station-351,Station-239
1/16/2023,95834,Train-95834,1759,733.8772769,213132.9743,79.93,1369,Station-264,Station-259
12/11/2023,64792,Train-64792,233,86.31842585,140087.5741,82.67,912,Station-216,Station-40
6/24/2023,22841,Train-22841,1368,214.0817781,120552.5627,98.99,630,Station-471,Station-439
12/23/2022,97541,Train-97541,1412,645.8630565,402053.8558,92.99,766,Station-265,Station-145
12/4/2022,47250,Train-47250,1600,1250.041811,753710.3716,76.75,1279,Station-57,Station-271
9/15/2021,36035,Train-36035,1422,728.832999,138482.7495,72.46,54,Station-348,Station-134
12/19/2024,84242,Train-84242,1220,1333.965279,317324.7485,87.42,766,Station-36,Station-47
7/21/2024,45017,Train-45017,1972,717.0851196,626967.5837,71.54,112,Station-403,Station-443
4/28/2023,83718,Train-83718,944,626.2996254,515283.6825,94.75,927,Station-46,Station-485
3/16/2024,63966,Train-63966,1434,618.6501361,796169.1039,75.68,1668,Station-164,Station-296
1/16/2021,94165,Train-94165,1883,521.0658043,489962.7993,71.75,628,Station-196,Station-451
8/26/2024,63572,Train-63572,1171,1318.241449,321475.6744,88.87,448,Station-399,Station-274
10/29/2021,50214,Train-50214,1709,637.7383967,245187.2954,72.3,1651,Station-244,Station-48
9/29/2022,94237,Train-94237,461,1008.035729,723359.1162,84.34,874,Station-436,Station-273
3/28/2020,99110,Train-99110,75,1237.575755,60730.00712,95.7,1604,Station-455,Station-243
9/3/2021,28734,Train-28734,1775,1450.002661,581118.7972,93.92,1142,Station-115,Station-262
12/11/2023,67822,Train-67822,405,702.1921575,802609.3985,71.18,112,Station-412,Station-139
2/23/2020,11253,Train-11253,677,1987.78576,637653.0346,83.7,1458,Station-155,Station-192
7/18/2020,95498,Train-95498,1214,400.5604309,962389.2601,96.85,449,Station-308,Station-207
7/1/2023,66232,Train-66232,1374,155.6283879,440998.6139,86.66,697,Station-479,Station-150
6/23/2024,60750,Train-60750,874,1798.861288,930688.3361,73.26,1375,Station-434,Station-61
10/22/2020,52385,Train-52385,1705,289.6151655,679423.5937,97.92,1306,Station-158,Station-80
8/27/2023,20640,Train-20640,261,1845.665155,583783.6301,87,718,Station-495,Station-368
4/25/2024,41711,Train-41711,618,1985.354259,426184.9123,82.48,482,Station-198,Station-11
9/6/2022,60107,Train-60107,327,749.4439716,584701.0439,95.01,1405,Station-231,Station-31
11/9/2024,71305,Train-71305,246,621.6791018,867274.484,94.79,1021,Station-159,Station-180
6/4/2023,57826,Train-57826,477,959.337813,944205.3111,73.38,127,Station-106,Station-441
8/26/2023,80199,Train-80199,1827,1469.37671,559579.528,72.83,1572,Station-128,Station-357
8/16/2024,38496,Train-38496,154,142.0362223,116726.9173,78.18,1019,Station-197,Station-302
5/10/2024,44464,Train-44464,1202,15.73574173,396115.9281,74.88,487,Station-29,Station-153
10/21/2024,36086,Train-36086,282,1675.566519,422571.761,76.7,1707,Station-363,Station-405
7/2/2024,56265,Train-56265,1753,1739.107717,525074.2816,89.57,1099,Station-134,Station-357
4/16/2023,65423,Train-65423,1945,724.6241062,207856.0873,72.96,1149,Station-232,Station-243
10/18/2024,70114,Train-70114,940,1807.227681,125052.2017,78.49,1401,Station-429,Station-209
11/19/2022,32742,Train-32742,1380,1526.103516,976355.6774,94.2,466,Station-317,Station-90
8/25/2022,98573,Train-98573,1065,690.5449707,328328.0368,84.32,1756,Station-227,Station-490
4/27/2021,31878,Train-31878,1292,1810.026545,728268.3423,82.37,1770,Station-309,Station-35
6/13/2024,34359,Train-34359,329,1591.556672,340373.2156,91.81,1948,Station-314,Station-258
4/13/2022,36068,Train-36068,1357,1323.028671,709995.3084,70.82,369,Station-173,Station-430
11/17/2020,13388,Train-13388,528,549.9764327,765967.1142,92.46,718,Station-191,Station-258
11/4/2020,60753,Train-60753,911,1805.524364,271138.5198,89.23,238,Station-475,Station-215
12/8/2024,64397,Train-64397,615,690.6459973,126069.1104,87.68,1972,Station-484,Station-459
12/2/2023,54551,Train-54551,388,1904.657156,131890.2743,72.58,887,Station-470,Station-380
11/7/2022,27551,Train-27551,1612,197.8784461,595217.9019,74.88,1822,Station-372,Station-305
1/10/2021,51377,Train-51377,1433,734.581613,291984.5306,79.14,730,Station-190,Station-68
8/29/2021,41539,Train-41539,1609,1858.870552,634098.322,97.04,1403,Station-327,Station-354
7/17/2020,23280,Train-23280,860,550.6406557,653346.3246,83.5,306,Station-429,Station-36
8/23/2024,53405,Train-53405,1460,1923.772965,865342.0483,85.61,1666,Station-78,Station-197
10/2/2021,15995,Train-15995,1581,716.276553,228625.6492,95.86,350,Station-44,Station-247
7/14/2020,37085,Train-37085,1722,239.846481,243013.7918,75.22,545,Station-55,Station-419
7/25/2023,18214,Train-18214,1906,1252.591265,716580.3529,74.27,1739,Station-370,Station-141
12/23/2023,98025,Train-98025,1021,1691.495886,297347.0663,86.2,1212,Station-453,Station-206
4/15/2022,39359,Train-39359,1284,1491.737892,571791.9048,81.14,472,Station-136,Station-440
4/30/2021,32730,Train-32730,422,1332.939036,361935.1096,72.09,1960,Station-41,Station-100
9/8/2024,18572,Train-18572,505,317.4193512,872200.1879,92.54,1521,Station-331,Station-135
4/19/2024,45533,Train-45533,1791,831.5728505,996363.705,75.31,529,Station-252,Station-205
5/29/2023,34688,Train-34688,579,929.7750267,376506.23,85.03,1634,Station-271,Station-82
12/11/2020,54849,Train-54849,412,1510.641473,742394.6365,94.16,1140,Station-407,Station-39
3/25/2023,68747,Train-68747,1676,675.3500139,678308.2292,82.23,1655,Station-205,Station-96
11/4/2020,64624,Train-64624,501,1104.761931,388560.6195,71.45,242,Station-424,Station-102
3/4/2023,10507,Train-10507,803,1548.328039,919169.2263,71.21,509,Station-495,Station-163
5/26/2022,11332,Train-11332,885,616.8513651,850259.6575,96.54,699,Station-62,Station-145
5/13/2021,96489,Train-96489,1256,990.6324805,446462.1132,96.32,964,Station-54,Station-413
1/6/2024,95847,Train-95847,919,119.4629037,905133.0417,97.01,57,Station-75,Station-123
7/23/2022,63615,Train-63615,123,1352.178736,695048.3594,85.63,1218,Station-429,Station-420
1/1/2022,35214,Train-35214,1763,436.1368649,599237.7769,78.14,473,Station-232,Station-490
4/22/2023,16110,Train-16110,383,1990.588583,414711.854,84,986,Station-384,Station-11
6/19/2023,95526,Train-95526,1523,1779.799648,630434.937,89.53,808,Station-162,Station-296
2/17/2023,12300,Train-12300,1894,1053.499259,285067.1283,90.13,235,Station-50,Station-473
1/17/2023,96095,Train-96095,1998,1652.983513,787323.9973,94.44,1408,Station-285,Station-420
8/1/2023,72291,Train-72291,1544,1389.254622,531381.9762,81.66,809,Station-284,Station-84
9/14/2020,38499,Train-38499,556,1777.946533,768416.122,73.32,712,Station-32,Station-361
11/3/2024,55335,Train-55335,174,426.4768143,961243.1039,71.66,504,Station-273,Station-72
8/28/2023,84861,Train-84861,1039,1120.495751,873184.5427,81.14,1320,Station-464,Station-256
5/17/2022,41516,Train-41516,617,502.9986022,863761.5242,97.04,1986,Station-346,Station-66
12/5/2021,82253,Train-82253,462,1929.719989,673867.776,81.68,922,Station-237,Station-115
8/8/2023,49782,Train-49782,510,293.6987541,206539.5961,78.65,849,Station-297,Station-295
7/9/2021,70867,Train-70867,98,1739.125471,958310.7955,95.43,545,Station-172,Station-489
9/2/2023,87413,Train-87413,202,1251.444416,592325.7841,70.21,856,Station-52,Station-471
8/2/2021,87611,Train-87611,1293,1918.991144,176641.3891,99.21,458,Station-459,Station-17
10/4/2023,83644,Train-83644,502,847.7694129,823170.1233,93.53,212,Station-168,Station-366
12/18/2022,32979,Train-32979,118,77.94837901,892412.2769,77.19,774,Station-203,Station-233
9/11/2021,55009,Train-55009,1260,738.2186868,613441.4635,91.92,1917,Station-430,Station-384
4/20/2020,61564,Train-61564,955,825.2997039,803381.1039,87.84,171,Station-490,Station-383
10/30/2020,35254,Train-35254,964,1049.910347,522206.3068,98.99,443,Station-99,Station-21
2/3/2022,57276,Train-57276,530,477.5273003,70333.21771,99.26,52,Station-404,Station-301
9/14/2020,19215,Train-19215,167,1613.16025,351430.8917,85.59,1441,Station-7,Station-213
5/27/2021,59708,Train-59708,1752,1177.01365,223944.4245,70.33,795,Station-159,Station-263
4/13/2022,17384,Train-17384,892,757.051523,202664.8011,76.39,1860,Station-499,Station-392
6/23/2022,88042,Train-88042,1266,1366.316503,120035.2788,92.74,1002,Station-167,Station-373
6/9/2021,16109,Train-16109,1283,343.4169798,123422.6562,80.03,1988,Station-486,Station-182
3/22/2021,26308,Train-26308,564,1820.878108,293199.8679,90.44,217,Station-242,Station-476
9/20/2022,53481,Train-53481,1081,715.7020695,78662.84025,95.1,418,Station-453,Station-353
1/18/2021,55716,Train-55716,1541,1128.529385,894940.1683,92.25,783,Station-418,Station-494
4/26/2021,77890,Train-77890,376,401.7095012,776497.5187,83.23,762,Station-83,Station-385
7/16/2021,23810,Train-23810,111,844.1739575,493569.5351,88.28,982,Station-498,Station-318
3/21/2021,66094,Train-66094,884,1705.917074,190521.2534,79.1,1663,Station-134,Station-251
9/30/2024,35125,Train-35125,805,1813.395567,126558.5144,77.63,950,Station-485,Station-115
7/31/2020,96160,Train-96160,1631,1331.367973,275646.6046,91.77,1943,Station-17,Station-272
1/1/2020,46566,Train-46566,312,626.4778911,686119.4205,91.56,1905,Station-229,Station-126
10/1/2024,11472,Train-11472,1899,1281.606326,660042.0989,86.58,1859,Station-33,Station-356
8/13/2024,55116,Train-55116,1853,995.436988,255363.7559,88.61,1138,Station-460,Station-393
10/25/2020,63308,Train-63308,1837,1848.348257,423497.0426,79.58,1215,Station-485,Station-415
8/21/2020,13083,Train-13083,1770,1931.025275,835380.627,83.05,1098,Station-422,Station-456
11/11/2021,91491,Train-91491,1630,73.82450715,970325.0234,84.23,1291,Station-190,Station-131
3/29/2020,34332,Train-34332,1673,219.0089479,337798.5539,97.04,538,Station-455,Station-265
11/26/2023,53891,Train-53891,184,1256.000743,384570.2156,94.98,1227,Station-481,Station-156
1/29/2020,14759,Train-14759,929,738.0175157,208813.4908,72.97,1404,Station-337,Station-73
9/29/2020,58253,Train-58253,450,1422.465888,60350.1169,70.16,1617,Station-411,Station-77
10/20/2024,77760,Train-77760,277,1692.511977,439469.0796,89.18,1069,Station-392,Station-306
6/23/2021,53841,Train-53841,1562,563.8038139,355185.3059,85.7,682,Station-208,Station-368
5/30/2021,15402,Train-15402,154,1486.945487,460547.29,74.14,640,Station-385,Station-244
4/18/2024,85023,Train-85023,1939,463.3203222,705162.4284,96.51,866,Station-71,Station-144
6/21/2021,46759,Train-46759,122,752.0050921,465183.1877,72.13,550,Station-217,Station-84
8/11/2023,21084,Train-21084,1571,131.6977723,681131.287,76.09,1540,Station-264,Station-204
8/26/2023,65952,Train-65952,1289,33.34267096,964198.2464,79,1897,Station-22,Station-282
11/30/2020,68665,Train-68665,1177,489.3379988,543668.0854,78.32,1322,Station-343,Station-122
6/30/2023,22437,Train-22437,1415,1217.149611,704491.1625,80.61,1038,Station-263,Station-481
1/7/2024,67384,Train-67384,1607,867.7453154,853421.7665,98.27,844,Station-366,Station-293
10/16/2024,97827,Train-97827,685,1653.481493,581724.303,87.95,535,Station-346,Station-149
3/29/2021,91353,Train-91353,1711,1882.436823,358555.9431,96.75,1558,Station-117,Station-382
5/13/2020,39466,Train-39466,1777,1879.577813,446826.5771,73.71,1531,Station-248,Station-317
6/25/2020,53943,Train-53943,269,1977.879074,692910.6534,99.16,1113,Station-261,Station-50
11/23/2022,11034,Train-11034,388,1552.438782,500736.1946,77.79,692,Station-325,Station-32
7/17/2022,64473,Train-64473,605,1833.87153,51081.54087,92.34,557,Station-465,Station-243
12/26/2020,15111,Train-15111,716,768.1427904,289164.6316,72.05,584,Station-438,Station-196
5/25/2023,76724,Train-76724,1640,245.8869023,180053.8115,91.56,56,Station-27,Station-448
2/7/2020,21134,Train-21134,800,56.58215054,414020.2327,99.86,275,Station-267,Station-362
8/24/2022,75475,Train-75475,920,1111.509671,71900.49662,80.77,527,Station-86,Station-216
7/14/2023,97601,Train-97601,604,558.8693601,281750.562,99.45,84,Station-73,Station-298
2/26/2020,59909,Train-59909,662,1441.597995,380999.2959,84.53,1438,Station-161,Station-354
9/4/2023,42274,Train-42274,1051,1828.588489,619368.6995,85.03,1406,Station-101,Station-62
6/24/2023,70026,Train-70026,1298,387.4412211,451994.4726,94.26,1792,Station-490,Station-493
6/16/2020,87310,Train-87310,562,152.3514377,867772.2241,75,1103,Station-312,Station-298
1/7/2022,62714,Train-62714,1894,1567.591876,845404.8978,93.16,1019,Station-342,Station-99
